1396894988646,-0.42916065,1.0414777,9.436148,0.22204952,0.27855456,-0.38789943
1396894988696,0.729633,1.7651252,10.42615,-0.01282817,-0.64568454,0.028710667
1396894988748,0.20171149,0.9498995,11.1893015,-0.008246681,-0.59528816,-0.10445796
1396894988798,1.0348936,2.0284874,9.992201,-0.19883664,0.3830125,0.3921755
1396894988848,0.28670564,1.1186907,9.970055,0.4978552,-0.34422258,0.4709771
1396894988898,1.0702082,2.8550856,9.3822775,-0.7165449,1.1374311,0.8750645
1396894988948,-1.1270704,0.0035913025,11.300632,-0.14538592,0.1826487,0.9224065
1396894988998,1.3784616,1.2779051,8.981249,0.15943582,-0.040317107,1.3515394
1396894989048,-0.076614454,0.6697779,7.7614036,-1.3225232,1.3045027,0.59956425
1396894989098,0.61112,1.4119805,8.627506,-0.18509217,-1.0091494,0.84971356
1396894989148,1.7591397,-2.1164744,15.019425,-0.98929626,-0.9257663,0.829555
1396894989198,3.7708676,0.90979666,13.367427,0.28771752,-0.08827003,1.4443909
1396894989248,9.137471,8.118139,9.824008,0.81153446,-0.8564331,1.4590516
1396894989298,3.6092591,1.1563994,9.078813,0.8362745,-3.2727106,0.5421429
1396894989348,3.0615854,0.88046765,11.369465,-0.11026118,-1.3494014,0.61208695
1396894989398,4.2299557,1.163582,10.276512,0.86742866,-1.0225884,0.71868294
1396894989448,6.4421983,0.090381116,12.100894,2.7058277,-1.0064005,-0.26083946
1396894989498,3.7253778,3.2237926,7.681796,1.72264,0.5158757,-1.2110404
1396894989548,4.252701,2.3624785,9.500193,-0.28985557,-0.14844026,-0.39858958
1396894989598,3.2507274,3.3028011,8.847773,0.18692477,-0.30115658,-0.593761
1396894989648,-1.2324153,7.626131,10.600926,-0.0106901415,-0.13958271,-0.54428095
1396894989698,5.499481,1.858499,4.6740804,0.44501534,-0.16157386,1.3075571
1396894989748,5.551555,0.42317516,9.19553,-1.0002918,0.28130344,-0.38912117
1396894989798,2.6862943,3.4075475,9.308656,-1.1410962,-0.01985312,-0.6087272
1396894989848,3.5356374,3.8325183,10.144831,-0.8142834,0.40500367,0.02321288
1396894989898,1.9267339,1.7208325,8.963891,-0.4184427,0.28955013,0.58093286
1396894989948,2.0590134,2.1452048,12.8688345,-0.45020768,0.71929383,1.5473217
1396894989998,4.3281183,0.90740246,8.297106,-0.0729984,0.5204572,1.4193454
1396894990048,-0.5614403,2.700061,12.871228,-0.43249258,1.3573426,1.3429873
1396894990098,-0.48841715,2.420538,8.274361,2.3060162,-0.017715093,2.3218987
1396894990148,0.985214,3.1711202,7.538144,3.8029416,1.1997393,1.8216002
1396894990198,2.178125,2.083554,6.241085,2.8777862,1.7067575,0.13194689
1396894990248,1.3383588,-1.7310078,7.436989,2.564107,4.123035,-0.6545421
1396894990765,9.494805,1.9506758,2.178125,-0.071776666,-0.112399206,-0.023823744
1396894990815,8.780735,-2.6862943,6.029797,0.07574729,-0.111177474,-0.12797627
